Person,Text,Date
Mentor commented at,"8:40PM October 7 
No worries! Hope you had a good long weekend!!
I have a similar sentiment towards interviews I think. It's easy to get in your own head and stumble over your words - especially when you haven't been in many interview-esque scenarios. It's definitely a skill, which is a bit of a relief because it means you can improve. 
I never really prepared for job interviews in the past (or interviews in general) but I had to for my university applications over the past couple of years, and I think I have really improved!! I would definitely recommend getting friends or family to help you practice answering unexpected questions.
What I find to be the hardest part now (after lots of practice), is getting to feel comfortable with the interviewer. The sooner you relax a bit, and are able to let your personality come through, the better (in my opinion).
As for a memorable interview, my interview for a summer student position comes to mind. I had to take a drug test, and normally they do it after the interview, but I did it before. The guy administering the test said ""compared to the interview, this part is nothing"". And I had to tell him that I hadn't done the interview yet... it was funny but also made me a lot more nervous for the interview. I didn't feel like the interview even went very well because I was so nervous, but I got the job! So I think I was probably being too harsh on myself. 
I'm not sure if that's what you meant by memorable, hahaha but it was indeed memorable!
Hope you have a nice thanksgiving weekend!",8:40PM October 7
Mentee commented at,"6:42PM October 5 
Hello! Sorry for the late reply, my family and I went out of town during the long weekend and when we came back I completely forgot about this 😅
Anyways, I finished watching the video for the second anchor text! I'll gladly keep these tips in mind, for the future! I have never had a job interview before, just school admission interviews (which at a young age I didn't take very seriously). I think I'll be alright in keeping a professional aura, but not so sure about the talking part. I'm able to sometimes answer questions and speak what's on my mind, with a bit of stuttering in front of a group of intimidating individuals, yes, but there are times when I just completely blank out. That's what I'm worried about in future interviews — not being able to communicate as well as I know I'm capable of. But practice makes perfect and I'm sure I'll be able to practice well enough and prepare myself before such interviews! Have you ever had a memorable job interview before?
I hope you're having a nice week!",6:42PM October 5
Mentor commented at,"12:28PM October 2 
Okay that sounds great! Looking forward to hearing from you!
hope you're having a nice long weekend!",12:28PM October 2
Mentee commented at,"6:58PM September 29 
Hello and thanks! And yes, I agree! I think it's really tough when I've been cooped up my whole life and haven't had the chance to try out more things 😅 I'll also try to do as you say - make my skills stand out!
And I don't think I have any more questions about the resume part of the conversation. I'll try to read the next anchor text during my free time!
I hope you have a great weekend!",6:58PM September 29
Mentor commented at,"8:06AM September 21 
Okay! Getting hired should be opened :)

Getting hired",8:06AM September 21
Mentor commented at,"5:29PM July 20 
Hi! Thank you - me too lol
Sounds great! 
It's definitely tough to know what to put for things like that, especially when they vary in price. I would recommend looking at a University website that you might be interested in. They often have ideas about what the housing market looks like. I'll link an example from UBC below. 
https://vancouver.housing.ubc.ca/other-housing/off-campus-housing/
https://vancouver.housing.ubc.ca/residences-rooms/residences/
As for transit - You have to consider if you will have a car (often necessary in smaller cities and towns), or if you will be using public transit. Public transit is easier to calculate as you can get monthly passes, and often you can get it through your university (its included in UBC's student fees for example). If you are thinking about a car, you have to consider gas, parking, and insurance costs (which is a little more technical, and changes depending on gas prices and what type of car you have).
 
Overall, I would say that you don't need to be exact. It is just an exercise to get an idea of what budgeting is like. Just do your best approximation, and in the future (when you go to school) you will have a better idea about what things will actually cost for you, and you will be able to do a more thourough budget! :)
Hope that all makes sense!
and hope your week is going well, 
Mentor",5:29PM July 20
Mentor commented at,"11:31PM July 5 
Hi! 
Yeah sports are great, especially when they are just for fun. When I was in highschool I took volleyball very seriously, but soccer was just to have fun more or less. I played on a house team, as well as my school team, and neither were very competetive, but it was great to get some exercise and hang out with my friends. Even if your school doesn't have a lot of sport/club options currently, there might be some opportunities in your local community - might be worth a look :)
Rotary sounds really cool! I have some friends that did rotary at their school and it sounded like it was very rewarding! If you're looking for more things to try you could also start your own club with friends! I have recently gotten very into crocheting and would love if I had enough friends that did it to have a club. Book clubs can be a lot of fun too! 
Hope you had a great weekend! :)",11:31PM July 5
Mentee commented at,"9:19PM July 2 
Hello! Thank you for answering my questions on rent and on on-campus and off-campus living! I've gained some insight now on these options :D And yes, I've heard from others that rent in Vancouver tends to be very high 😬 
Moreover, I'm very interested in joining volunteer clubs like that of Best Buddies! I would love to have a chance in the future to join a club like that! I would also love to learn how to play soccer and volleyball, (though my gym class proved my skills to be very bad 😅). 
I'm very interested in extra-curricular activities like volunteer clubs and sports like badminton! Actually, last school year, I joined my school's rotary club, where we did activities like bake sales to raise money. They were very enjoyable and fun to organise and do, and were for a cause too! I also joined my school's badminton team, which was a very fun but tiring experience. I would love to do much more, but my school has very limited amount of extra-curriculars :(
(Also, I think I accidentally sent an empty message earlier, sorry about that!)",9:19PM July 2
Mentor commented at,"12:30PM July 2 
Hi!
Yes, rent can definitely be a big factor, especially in BC as we have a very high cost of living. I am actually just figuring that out for the first time as I was able to live with family during my undergrad, which was a huge help. I'll be going to UBC in the fall and Vanvouver is exorbidant! And yes, alcohol is very expensive - especially at restaurants and bars. It can double the cost of a meal!
I lived off-campus previously, but mostly because I could stay with family for free. I know people that have done both though, and I think that it does really depend where you are. At the small college I went to, I've heard that the accomodation is really bad, and not all that much cheaper in the grand scheme of things as rent nearby is fairly affordable.
I have been looking into UBC housing in Vancouver recently and it actually looks a lot less expensive. My mom stayed in family housing when she went to UBC (she had 2 kids at the time) and I think she saved a lot of money. Currently it is really hard to find studio or 1-bedroom apartments for less than $2000 in the Vancouver area, especially if you want to be close to UBC. Most on-campus housing is less than $1500, even for a 1-bedroom (no roomates). I do think this can vary from city-to-city, and there is more than just rent to consider. Living on campus might mean you can spend less money on transit, but you might be farther from downtown. 
I definitely did fewer extra-curricular activities in University than I did in high school. During my first 2 years I had a part-time job, so I didn't really have time for other activities. I was in a very small program though, so it was pretty easy to make new friends. When I moved to Montreal for my last 2 years of my degree I joined a club called Best Buddies. It is a volunteer organization that sets students up with adults with intellectual and developmental disabilities to form meaningful connections. It wasn't your typical extra-curricular activitiy, but it was a great experience and it helped me make some new friends (which was a lot harder to do at a big school). 
Now that I am going back to Uni, I think I would like to do more extra-curricular activities. I would love to do intermurals or something. I really love volleyball, and would love to play again. I would be open to soccer and badminton as well. I would also love to do some pottery or sewing classes! 
What kind of extra-curricular activities are you interested in?",12:30PM July 2
Mentee commented at,"7:47PM June 28 
Hello! I just finished watching the video for the first anchor text, and just read the article that came along with it. I learned that rent is often the biggest factor for expenses (and it's not very surprising) and that alcohol seems to weigh a lot 🤔 
 
Based on the article, I learned that learning all about such finances and knowing how to manage them would really help, and that budgeting is a very important thing to do. As mentioned in the video, rent is the biggest factor for these finances. If you don't mind me asking, did you live on-campus or off-campus, and how did you make your choice? I often hear from others that living on-campus tends to be more expensive than living outside, but it may depend on the school. 
Also, what were some extracurricular activities that you enjoyed doing?",7:47PM June 28
Mentor commented at,"6:20PM June 28 
Let me know any questions you have! I am more than happy to talk about my finances surrounding school! I know everyone's financial situation is different, but it can be helpful to talk about it with people (even though it can be taboo). It can be a really hard to transition from being in highschool and living with your parents, to living on your own, paying for school, and having to manage your own finances.
Paying for school (2021-2022 curriculum)",6:20PM June 28
